ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Genre Principal;Genres Secondaires;Image-URL-L;Moyenne_Adolescent 12-17;Moyenne_Adulte 26-35;Moyenne_Adulte 36-50;Moyenne_Enfant 1-12;Moyenne_Jeune adulte 18-25;Moyenne_Senior 50+
0451527364;The Odyssey: The Story of Odysseus (Odyssey);Homer;1999-01-01;Signet Book;Classics;Fiction, Poetry, Fantasy, Mythology, Fantasy, Academic, School, Literature, Adventure, Academic, Read For School, Historical, Historical Fiction;http://images.amazon.com/images/P/0451527364.01.LZZZZZZZ.jpg;;10.0;9.0;;;
0451527402;Beowulf (Signet Classics (Paperback));Burton Raffel;1999-01-01;Signet Book;Classics;Poetry, Fiction, Fantasy, Fantasy, Mythology, Academic, School, Literature, Academic, Read For School, Historical, Medieval, Young Adult, High School;http://images.amazon.com/images/P/0451527402.01.LZZZZZZZ.jpg;;;7.0;;6.0;
0451527747;Alice's Adventures in Wonderland and Through the Looking Glass;Lewis Carroll;2000-01-01;Signet Classics;Classics;Fantasy, Fiction, Childrens, Young Adult, Literature, Adventure, Childrens, Middle Grade, Novels, Literature, 19th Century;http://images.amazon.com/images/P/0451527747.01.LZZZZZZZ.jpg;10.0;9.333333333333334;;;8.076923076923077;
0451528018;The Hound of the Baskervilles (Signet Classics (Paperback));Arthur Conan Doyle;2001-01-01;Signet Classics;Classics;Mystery, Fiction, Mystery, Crime, Mystery, Detective, Thriller, Mystery Thriller, Thriller, Audiobook, Literature, European Literature, British Literature;http://images.amazon.com/images/P/0451528018.01.LZZZZZZZ.jpg;;7.0;;;;
0451528565;Far from the Madding Crowd;Thomas Hardy;2002-01-01;Signet Classics;Classics;Fiction, Romance, Historical, Historical Fiction, Literature, 19th Century, Literature, Historical, Victorian, European Literature, British Literature, Novels, Classics, Classic Literature;http://images.amazon.com/images/P/0451528565.01.LZZZZZZZ.jpg;;8.0;;;7.5;
0451528611;Anna Karenina (Signet Classics (Paperback));Leo Tolstoy;2002-01-01;Signet Classics;Classics;Fiction, Romance, Cultural, Russia, Historical, Historical Fiction, Literature, Russian Literature, Literature, Novels, Literature, 19th Century, Historical;http://images.amazon.com/images/P/0451528611.01.LZZZZZZZ.jpg;;;8.0;;;
0451528905;Don Quixote;Miguel De Cervantes Saavedra;2003-01-01;Signet Classics;Classics;Fiction, Literature, European Literature, Spanish Literature, Adventure, Historical, Historical Fiction, Novels, Cultural, Spain, Humor, Classics, Classic Literature;http://images.amazon.com/images/P/0451528905.01.LZZZZZZZ.jpg;;;;;9.0;
0451528921;Cyrano De Bergerac: Heroic Comedy in Five Acts;Edmond Rostand;2003-01-01;Signet Classics;Classics;Plays, Fiction, Drama, Cultural, France, Romance, Plays, Theatre, Academic, School, Literature, Historical, Historical Fiction;http://images.amazon.com/images/P/0451528921.01.LZZZZZZZ.jpg;;;;;9.0;
0451529308;Little Women;Louisa May Alcott;2004-01-01;Signet Classics;Classics;Fiction, Historical, Historical Fiction, Young Adult, Romance, Historical, Literature, Childrens, Classics, Classic Literature, Audiobook;http://images.amazon.com/images/P/0451529308.01.LZZZZZZZ.jpg;;9.0;10.0;;9.0;
0451621603;Oepidus: Plays of Sophocles;E. A. Sophocles;1958-01-01;Signet Book;Classics;Plays, Drama, Fiction, Fantasy, Mythology, Academic, School, Literature, Plays, Theatre, Poetry, Academic, Read For School;http://images.amazon.com/images/P/0451621603.01.LZZZZZZZ.jpg;;;10.0;;;
0451933028;The Green Mile: The Complete Six Part Novel;Stephen King;1996-01-01;Signet Book;Horror;Fiction, Fantasy, Thriller, Mystery, Classics, Mystery, Crime, Fantasy, Supernatural, Fantasy, Paranormal, Historical, Historical Fiction;http://images.amazon.com/images/P/0451933028.01.LZZZZZZZ.jpg;;9.333333333333334;10.0;;;
0452009308;Existentialism: From Dostoevsky to Sartre;Walter Arnold Kaufmann;1988-01-01;Plume Books;Philosophy;Nonfiction, History, Writing, Essays, Literature, Classics, Philosophy, Theory, Reference, Psychology, Anthologies;http://images.amazon.com/images/P/0452009308.01.LZZZZZZZ.jpg;;7.0;;;;
0452011469;Here I Stand: A Life of Martin Luther;Roland H. Bainton;1995-01-01;Plume Books;Biography;History, Christian, Nonfiction, Religion, Theology, Religion, Church, Church History, Religion, Christianity, Religion, Faith, Biography Memoir;http://images.amazon.com/images/P/0452011469.01.LZZZZZZZ.jpg;;8.0;;;;
0452011671;Oedipus Plays of Sophocles: Oedipus the King, Oedipus at Colonus, Antigone;Sophocles;1996-01-01;Plume Books;Classics;Plays, Drama, Fiction, Fantasy, Mythology, Academic, School, Literature, Plays, Theatre, Poetry, Academic, Read For School;http://images.amazon.com/images/P/0452011671.01.LZZZZZZZ.jpg;;;;;7.0;
0452011876;Atlas Shrugged;Ayn Rand;1999-01-01;Plume Books;Fiction;Classics, Philosophy, Politics, Literature, Science Fiction, Novels, Science Fiction, Dystopia, Economics, Business;http://images.amazon.com/images/P/0452011876.01.LZZZZZZZ.jpg;;;8.5;;;10.0
0452156610;Sleeping Beauty Novels;A. N. Roquelaure;1999-01-01;Plume Books;Adult Fiction;Erotica, Fiction, Fantasy, Romance, Erotica, BDSM, Adult, Fantasy, Fairy Tales, Dark, Adult Fiction, Sexuality;http://images.amazon.com/images/P/0452156610.01.LZZZZZZZ.jpg;;8.0;;;;
0452260116;Song of Solomon (Oprah's Book Club (Paperback));Toni Morrison;1987-01-01;Plume Books;Fiction;Classics, Historical, Historical Fiction, Cultural, African American, Magical Realism, Novels, Literature, Literary Fiction, Academic, School, Literature, American;http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg;7.0;7.888888888888889;7.076923076923077;;8.75;6.5
0452265819;Because It Is Bitter, and Because It Is My Heart;Joyce Carol Oates;1991-01-01;Plume Books;Fiction;Historical, Historical Fiction, Classics, Contemporary, Novels, Literature, Literary Fiction, Literature, American, Adult Fiction, Literature, 20th Century;http://images.amazon.com/images/P/0452265819.01.LZZZZZZZ.jpg;;7.5;;;;
0452267455;Baghdad Without a Map: And Other Misadventures in Arabia;Tony Horwitz;1992-01-01;Plume Books;Travel;Nonfiction, Autobiography, Memoir, History, Travel, Travelogue, Writing, Journalism, Adventure, Biography, Humor, Religion, Islam;http://images.amazon.com/images/P/0452267455.01.LZZZZZZZ.jpg;;8.0;;;;
0452268184;When Food Is Love: Exploring the Relationship Between Eating and Intimacy;Geneen Roth;1993-01-01;Plume Books;Self Help;Nonfiction, Psychology, Health, Food and Drink, Food, Self Help, Personal Development, Health, Mental Health, Autobiography, Memoir, Spirituality, Health, Nutrition;http://images.amazon.com/images/P/0452268184.01.LZZZZZZZ.jpg;;8.0;;;;9.0
0452269687;The Essential Frankenstein: Including the Complete Novel by Mary Shelley (Plume Books);Mary Wollstonecraft Shelley;1993-01-01;Penguin USA;Classics;Fiction, Horror, Science Fiction, Gothic, Fantasy, Academic, School, Literature, Novels, Academic, Read For School;http://images.amazon.com/images/P/0452269687.01.LZZZZZZZ.jpg;;;9.0;;;
0452269865;Black Water (Plume Contemporary Fiction);Joyce Carol Oates;1993-01-01;Plume Books;Fiction;Historical, Historical Fiction, Literature, Novels, Literary Fiction, Novella, Literature, American, Contemporary, Historical, The United States Of America;http://images.amazon.com/images/P/0452269865.01.LZZZZZZZ.jpg;;;5.0;;7.0;
0452270839;Feeding the Hungry Heart: The Experience of Compulsive Eating;Geneen Roth;1993-01-01;Plume Books;Nonfiction;Self Help, Health, Psychology, Food and Drink, Food, Autobiography, Memoir, Health, Mental Health, Mental Health, Mental Illness, Health, Nutrition;http://images.amazon.com/images/P/0452270839.01.LZZZZZZZ.jpg;;7.0;5.0;;;
0452271681;When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace;Le Ly Hayslip;1993-01-01;Plume Books;Nonfiction;Autobiography, Memoir, History, Cultural, Asia, War, Biography, Biography Memoir, Biography, Autobiography, Historical, Politics;http://images.amazon.com/images/P/0452271681.01.LZZZZZZZ.jpg;;10.0;;;;
0452273374;Father of Frankenstein;Christopher Bram;1996-01-01;Plume Books;Fiction;LGBT, LGBT, Gay, Historical, Historical Fiction, LGBT, Queer, Historical, Culture, Film, Literature, Novels, Literature, American;http://images.amazon.com/images/P/0452273374.01.LZZZZZZZ.jpg;;;7.5;;;7.0
0452275008;Zombie;Joyce Carol Oates;1996-01-01;Plume Books;Horror;Fiction, Mystery, Crime, Thriller, Mystery, Contemporary, Novels, Dark, Horror, Zombies, Literary Fiction;http://images.amazon.com/images/P/0452275008.01.LZZZZZZZ.jpg;;7.0;;;;
0452278155;Savage Love: Straight Answers from America's Most Popular Sex Columnist;Dan Savage;1998-01-01;Plume Books;Nonfiction;Humor, Sexuality, LGBT, LGBT, Queer, Self Help, Relationships, Psychology, Writing, Essays, LGBT, Gay;http://images.amazon.com/images/P/0452278155.01.LZZZZZZZ.jpg;;10.0;8.0;;;10.0
0452280397;Paradise;Toni Morrison;1999-01-01;Plume Books;Fiction;Classics, Cultural, African American, Historical, Historical Fiction, Literary Fiction, Literature, Novels, Feminism, Contemporary, Race;http://images.amazon.com/images/P/0452280397.01.LZZZZZZZ.jpg;;8.0;8.25;;7.0;10.0
0452280672;Something to Declare;Julia Alvarez;1999-01-01;Plume Books;Nonfiction;Writing, Essays, Autobiography, Memoir, Language, Writing, Short Stories, Adult, Biography, Biography Memoir, Biography, Autobiography, The United States Of America;http://images.amazon.com/images/P/0452280672.01.LZZZZZZZ.jpg;;10.0;8.0;;;
0452281253;Anthem;Ayn Rand;1999-01-01;Plume Books;Fiction;Classics, Science Fiction, Dystopia, Philosophy, Science Fiction, Academic, School, Literature, Politics, Academic, Read For School, Novels;http://images.amazon.com/images/P/0452281253.01.LZZZZZZZ.jpg;;9.0;;;;
0452281326;The Feeling Good Handbook;David D. Burns;1999-01-01;Plume Books;Self Help;Psychology, Nonfiction, Health, Mental Health, Health, Self Help, Personal Development, Reference, Psychology, Counselling, Inspirational, Philosophy;http://images.amazon.com/images/P/0452281326.01.LZZZZZZZ.jpg;;4.0;8.0;1.0;;
0452281431;Beauty's Punishment (Sleeping Beauty);A.N. Roquelaure;1984-01-01;Plume Books;Adult Fiction;Erotica, Fiction, Fantasy, Romance, Erotica, BDSM, Adult, Fantasy, Fairy Tales, Adult Fiction, Retellings, Sexuality;http://images.amazon.com/images/P/0452281431.01.LZZZZZZZ.jpg;;8.142857142857142;;;7.5;
0452281458;Beauty's Release: The Sequel to the Claiming of Sleeping Beauty and Beauty's Punishment (Sleeping Beauty);A.N. Roquelaure;1985-01-01;Plume Books;Adult Fiction;Erotica, Fiction, Fantasy, Romance, Erotica, BDSM, Adult, Fantasy, Fairy Tales, Adult Fiction, Sexuality, Womens Fiction, Chick Lit;http://images.amazon.com/images/P/0452281458.01.LZZZZZZZ.jpg;;7.777777777777778;;;7.166666666666667;
0452282179;Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention (Hot Chocolate for the Mysterical Soul);Arielle Ford;2001-01-01;Plume Books;Nonfiction;Spirituality, New Age, Romance, Relationships;http://images.amazon.com/images/P/0452282179.01.LZZZZZZZ.jpg;;6.0;;;;
0452282195;The Bluest Eye;Toni Morrison;2000-01-01;Plume Books;Fiction;Classics, Historical, Historical Fiction, Cultural, African American, Race, Novels, Literature, Literary Fiction, Literature, Banned Books, Academic, School;http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg;;7.148148148148148;7.153846153846154;;7.142857142857143;5.666666666666667
0452282829;We Were the Mulvaneys;Joyce Carol Oates;1996-01-01;Plume;Fiction;Contemporary, Literary Fiction, Classics, Novels, Family, Adult Fiction, Literature, Drama, Adult;http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg;4.0;6.866666666666666;7.901234567901234;;7.5;7.083333333333333
0452283205;Falling Angels;Tracy Chevalier;2002-01-01;Plume Books;Historical;Historical Fiction, Fiction, Historical, European Literature, British Literature, Adult Fiction, Audiobook, Novels, Adult, Drama, Historical, Victorian;http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg;8.0;7.2;6.92;;7.5;7.9411764705882355
0452283868;Sula;Toni Morrison;2002-01-01;Plume Books;Fiction;Classics, Historical, Historical Fiction, Cultural, African American, Literary Fiction, Novels, Literature, Race, Academic, School, Feminism;http://images.amazon.com/images/P/0452283868.01.LZZZZZZZ.jpg;;7.333333333333333;6.5;;8.0;
0452284163;Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America;Dan Savage;2003-01-01;Plume Books;Nonfiction;Humor, Politics, Writing, Essays, Autobiography, Memoir, LGBT, LGBT, Queer, Cultural, Sexuality, LGBT, Gay;http://images.amazon.com/images/P/0452284163.01.LZZZZZZZ.jpg;;8.5;;;;
0452284236;Nineteen Eighty-Four: A Novel;George Orwell;2003-01-01;Plume Books;Classics;Fiction, Science Fiction, Science Fiction, Dystopia, Literature, Novels, Politics, Academic, School, Fantasy, Adult;http://images.amazon.com/images/P/0452284236.01.LZZZZZZZ.jpg;;8.25;;;7.5;
0452284449;The Virgin Blue;Tracy Chevalier;2003-01-01;Plume Books;Historical;Historical Fiction, Fiction, Historical, Cultural, France, Art, Mystery, Romance, Adult Fiction, Adult, Novels;http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg;;8.222222222222221;8.08;;7.0;7.75
0452284481;Le Divorce (William Abrahams Book);Diane Johnson;2003-01-01;Plume Books;Fiction;Womens Fiction, Chick Lit, Cultural, France, Romance, Contemporary, Novels, Humor, Travel, Literary Fiction, Adult Fiction;http://images.amazon.com/images/P/0452284481.01.LZZZZZZZ.jpg;;;5.75;;6.0;
0452284554;Riding the Bus With My Sister: A True Life Journey;Rachel Simon;2003-01-01;Plume Books;Nonfiction;Autobiography, Memoir, Biography, Disability, Biography, Autobiography, Family, Biography Memoir, Adult, Book Club, Womens;http://images.amazon.com/images/P/0452284554.01.LZZZZZZZ.jpg;;9.0;7.0;;;
0452284937;Girl With a Pearl Earring;Tracy Chevalier;2003-01-01;Plume Books;Historical;Historical Fiction, Fiction, Historical, Classics, Art, Romance, Adult, Adult Fiction, Novels, Literature;http://images.amazon.com/images/P/0452284937.01.LZZZZZZZ.jpg;;8.333333333333334;8.0;;5.0;10.0
0453005071;The Bachman Books: Four Early Novels by Stephen King : Rage, the Long Walk, Roadwork, the Running Man;Stephen King;1985-01-01;New Amer Library;Horror;Fiction, Short Stories, Thriller, Science Fiction, Suspense, Fantasy, Mystery, Anthologies, Anthologies, Collections;http://images.amazon.com/images/P/0453005071.01.LZZZZZZZ.jpg;;;7.5;;;
0465007805;The Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer;Stewart Brand;2000-01-01;Basic Books;Nonfiction;Philosophy, Science, Science, Technology, History, Cultural, Sociology, Business, Futurism, Environment, Sustainability;http://images.amazon.com/images/P/0465007805.01.LZZZZZZZ.jpg;;;;;8.0;
0465014909;The Culture of Fear: Why Americans Are Afraid of the Wrong Things;Barry Glassner;2000-01-01;Basic Books;Nonfiction;Sociology, Politics, Psychology, Social Science, History, Science, Cultural, Philosophy, Culture, Society;http://images.amazon.com/images/P/0465014909.01.LZZZZZZZ.jpg;;8.25;9.0;;;
0465016901;The Drama of the Gifted Child: The Search for the True Self;Alice Miller;1996-01-01;Basic Books;Psychology;Nonfiction, Self Help, Parenting, Health, Mental Health, Self Help, Personal Development, Psychology, Psychoanalysis, Education, Health, Philosophy;http://images.amazon.com/images/P/0465016901.01.LZZZZZZZ.jpg;;5.0;5.0;;;
0465031269;Why Is Sex Fun?: The Evolution of Human Sexuality (Science Masters);Jared M. Diamond;1998-01-01;Basic Books;Science;Nonfiction, Anthropology, Psychology, Sexuality, Science, Biology, Biology, Evolution, History, Sociology, Science, Popular Science;http://images.amazon.com/images/P/0465031269.01.LZZZZZZZ.jpg;;6.0;8.0;;;
0465067093;The Psychology of Everyday Things;Donald A. Norman;1988-01-01;Basic Books;Design;Nonfiction, Business, Psychology, Science, Art, Science, Technology, Science, Engineering, Computer Science, Programming, Art, Art Design;http://images.amazon.com/images/P/0465067093.01.LZZZZZZZ.jpg;;;9.0;;;
0465069347;The Republic of Plato;Plato;1991-01-01;Basic Books;Philosophy;Classics, Nonfiction, Politics, History, Academic, School, Literature, Politics, Political Science, Literature, Ancient, Academic, College;http://images.amazon.com/images/P/0465069347.01.LZZZZZZZ.jpg;8.0;9.0;;;;
0465069908;River Out of Eden: A Darwinian View of Life (Science Masters Series);Richard Dawkins;1996-01-01;HarperCollins Publishers;Science;Nonfiction, Science, Biology, Biology, Evolution, Philosophy, History, Science, Popular Science, Religion, Atheism, Biology, Genetics, Audiobook;http://images.amazon.com/images/P/0465069908.01.LZZZZZZZ.jpg;;7.0;;;;
0465081983;Stephen Hawking's Universe: The Cosmos Explained;David Filkin;1998-01-01;Basic Books;Science;Nonfiction, Science, Physics, Science, Astronomy, Space, Reference, History, Science, Popular Science, Education, Environment, Nature;http://images.amazon.com/images/P/0465081983.01.LZZZZZZZ.jpg;;;8.0;;;9.0
0465091245;The Metaphysics of Star Trek (Star Trek Series);Richard Hanley;1997-01-01;Perseus Books Group;Media Tie In;Star Trek, Philosophy, Science, Nonfiction, Philosophy, Metaphysics, Reference, Unfinished, Space, Media Tie In, Tv, Science Fiction Fantasy;http://images.amazon.com/images/P/0465091245.01.LZZZZZZZ.jpg;;;5.0;;;5.0
0471409766;"Bad Astronomy: Misconceptions and Misuses Revealed, from Astrology to the Moon Landing \Hoax\""""";Philip C.  Plait;2002-01-01;Wiley;Science;Nonfiction, Science, Astronomy, Philosophy, Skepticism, Space, Science, Physics, History, Science, Popular Science, Audiobook, Humor;http://images.amazon.com/images/P/0471409766.01.LZZZZZZZ.jpg;;;8.0;;;
0486203948;Fads and Fallacies in the Name of Science (Popular Science);Martin Gardner;1957-01-01;Dover Publications;Science;Nonfiction, Philosophy, Skepticism, History, Philosophy, Psychology, Science, Pseudoscience, Science, History Of Science, Science, Mathematics, Writing, Essays;http://images.amazon.com/images/P/0486203948.01.LZZZZZZZ.jpg;;8.0;7.0;;;
0486218430;Technical Manual and Dictionary of Classical Ballet;Gail Grant;1982-01-01;Dover Publications;Reference;Nonfiction;http://images.amazon.com/images/P/0486218430.01.LZZZZZZZ.jpg;;8.0;;;;
0486270572;The Overcoat and Other Short Stories (Dover Thrift Editions);Nikolai Vasilevich Gogol;1992-01-01;Dover Publications;Short Stories;Classics, Fiction, Cultural, Russia, Literature, Russian Literature, Literature, Literature, 19th Century, Humor, Fantasy, Literary Fiction;http://images.amazon.com/images/P/0486270572.01.LZZZZZZZ.jpg;;;;;8.0;
0486270602;Young Goodman Brown and Other Short Stories (Dover Thrift Editions);Nathaniel Hawthorne;1992-01-01;Dover Publications;Classics;Short Stories, Fiction, Literature, Horror, Literature, American, Literature, 19th Century, Fantasy, Academic, School, Gothic;http://images.amazon.com/images/P/0486270602.01.LZZZZZZZ.jpg;;;5.0;;;
